1.0,0.018860223,0.047791202,0.010478638,0.014222664,0.00917232,0.007650173,0.031160087,0.016159099,0.008639827,0.008769352,0.006950704,0.023599551,0.016999968,0.243371212,0.003947368,0.003907434,0.244561688,0.020958208,0.017332261,0.008678578,0.010865385
0.018860223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.070907297,1.0,1.0,1.0,1.0,1.0,0.076373917
0.047791202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.030110502,1.0,1.0,1.0,1.0,1.0,0.135256955
0.010478638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08508624,1.0,1.0,1.0,1.0,1.0,0.178174855
0.014222664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14191022,1.0,1.0,0.135466713,1.0,1.0,1.0,0.065131099,0.09078993,1.0,1.0,1.0,0.170546222,0.139623911
0.00917232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06594655,1.0,1.0,1.0,1.0,1.0,0.207172442
0.007650173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.070438084,1.0,1.0,1.0,1.0,1.0,0.180093105
0.031160087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.168219672,1.0,1.0,0.151176359,1.0,1.0,1.0,0.067498685,1.0,1.0,1.0,1.0,1.0,0.158374262
0.016159099,1.0,1.0,1.0,0.14191022,1.0,1.0,0.168219672,1.0,1.0,1.0,1.0,1.0,1.0,0.01202156,0.072217535,1.0,0.012076433,1.0,1.0,1.0,0.189151116
0.008639827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.085281747,1.0,1.0,1.0,1.0,1.0,0.228845557
0.008769352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.074170073,1.0,1.0,1.0,1.0,1.0,0.187199947
0.006950704,1.0,1.0,1.0,0.135466713,1.0,1.0,0.151176359,1.0,1.0,1.0,1.0,1.0,1.0,0.004148352,0.08993281,1.0,0.004190725,1.0,1.0,1.0,0.186301795
0.023599551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.092240774,1.0,1.0,1.0,1.0,1.0,0.154841737
0.016999968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.135726066,1.0,1.0,1.0,1.0,1.0,0.212596638
0.243371212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01202156,1.0,1.0,0.004148352,1.0,1.0,1.0,0.004166667,1.0,0.762820513,1.0,1.0,0.004608974,0.0084877
0.003947368,0.070907297,0.030110502,0.08508624,0.065131099,0.06594655,0.070438084,0.067498685,0.072217535,0.085281747,0.074170073,0.08993281,0.092240774,0.135726066,0.004166667,1.0,0.153206631,0.004166667,0.036734855,0.08964399,0.094465607,0.135147692
0.003907434,1.0,1.0,1.0,0.09078993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.153206631,1.0,1.0,1.0,1.0,1.0,0.192820531
0.244561688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.012076433,1.0,1.0,0.004190725,1.0,1.0,0.762820513,0.004166667,1.0,1.0,1.0,1.0,0.004644061,0.008544197
0.020958208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.036734855,1.0,1.0,1.0,0.098473391,1.0,0.107866834
0.017332261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08964399,1.0,1.0,0.098473391,1.0,1.0,0.213296817
0.008678578,1.0,1.0,1.0,0.170546222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004608974,0.094465607,1.0,0.004644061,1.0,1.0,1.0,0.215527008
0.010865385,0.076373917,0.135256955,0.178174855,0.139623911,0.207172442,0.180093105,0.158374262,0.189151116,0.228845557,0.187199947,0.186301795,0.154841737,0.212596638,0.0084877,0.135147692,0.192820531,0.008544197,0.107866834,0.213296817,0.215527008,1.0
